id,name,active,scrambles,solution,algo_type_id,algo_type,cube_type,group_name,img_link,colors,rotate,pro_only
333_cll_5,5,checked,"R' U2 R U R' U R
R U R' U R U2 R'
F U F' U F U2 F'
l U L' U L U2 l'
L' U2 L U L' U L
F' U2 F U F' U F
R' F2 L F L' F R
D' L2 U L U' L D
D R U' R U R2 D'
L' B2 R B R' B L",R' U' R U' R' U2 R,3_cll,CLL,333,,,"#246BFD,#5D6671,#FFFF49,#FF4343,#FFFF49,#5D6671,#FF8A06,#246BFD,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#43FF43,#FF4343,#5D6671,#43FF43,#FFFF49,#FFFF49,#5D6671,#FF8A06",0.0,checked
222_cll_30,30,checked,"R' U2 R y U R2 U R U' R2
L U2 L U F' L2 F U' L2
R U2 R D R' U2 R D' R2
F' U2 F U R2 U R U' R2
R U2 R U R' U2 L U' R2
L U2 L D L' U2 L D' L2
F' R2 F R F2 R F U' R2
R F2 R F R' F2 R U' R2
R' F2 R y' U R2 U R U' R2
R U2 R U F' U2 F U' R2",R2 U R' U' R2 U' y' R' U2 R,2_cll,CLL,222,,,"#FF8A06,#246BFD,#FFFF49,#43FF43,#FFFF49,#FF8A06,#FFFF49,#FF4343,#FFFF49,#43FF43,#246BFD,#FF4343",0.0,checked
333_cll_14,14,checked,"F R U R' y' U R' U' R U' R'
F R U R' U F' U' F U' F'
B L U L' y' U L' U' L U' L'
B' R' U' R y U' R U R' U R
F' L' U' L U' F U F' U F
F U F' U F U' R U' R' F'
R' F' U' F U' R U R' U R
R B L' B L B' U B' U' R'
L U L' U L U' y' R U' R' F'
B' R' U' R d' R U R' U R",R U R' U R U' y R U' R' F',3_cll,CLL,333,,,"#FFFF49,#5D6671,#FFFF49,#43FF43,#FF8A06,#5D6671,#FF8A06,#246BFD,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FFFF49,#43FF43,#5D6671,#246BFD,#FFFF49,#FF4343,#5D6671,#FF4343",0.0,checked
333_cll_17,17,checked,"R U2 R D R' U2 R D' R2
L U2 L D L' U2 L D' L2
L U2 L D R' F2 R D' L2
F' R' F U' F' R F U' R' U2 R
F R' F' R U2 R y U' R U' R' F'
R' U' R U2 L' U R' U' L U' R
F R' F' R U2 R d' R U' R' F'
L F' L' F U2 F U' R U' R' F'
B L' B' L U2 L U' F U' F' L'
R' U L' U R2 U' L U R2 U2 R",R2 D R' U2 R D' R' U2 R',3_cll,CLL,333,,,"#FFFF49,#5D6671,#FFFF49,#FF8A06,#246BFD,#5D6671,#FF4343,#43FF43,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#246BFD,#FFFF49,#5D6671,#FFFF49,#FF8A06,#FF4343,#5D6671,#43FF43",0.0,checked
222_cll_32,32,checked,"R U' r' F R' F' r
R B' R' B R' U' R
F R' F' R F' U' F
R B' R' U R' U' R
F U' F' R U' R' F
R U' L' U R' U' L
L F' L' F L' U' L
B U' F' U B' U' F
F L' U' L F' U' F
F U' B' U F' U' B",r' F R F' r U R',2_cll,CLL,222,,,"#FF4343,#FFFF49,#43FF43,#FFFF49,#FF8A06,#246BFD,#FF4343,#246BFD,#43FF43,#FFFF49,#FFFF49,#FF8A06",0.0,checked
222_cll_6,6,checked,"R U2 R' U2 R' y R U R'
F L2 F' L2 F' L U L'
F R2 F' U2 F' U F R'
L U2 L' U2 R' U L U'
F U2 F' U2 F' R U R'
B U2 B' U2 B' R B R'
R F2 R' F2 R' F U F'
R U2 R' U2 R' F R F'
F U2 F' U2 F' L F L'
R2 U R2 F' U F R2 U' R2",R U' R' y' R U2 R U2 R',2_cll,CLL,222,,,"#FFFF49,#FF4343,#FF8A06,#246BFD,#43FF43,#FFFF49,#246BFD,#FFFF49,#FF8A06,#43FF43,#FF4343,#FFFF49",0.0,checked
222_cll_19,19,checked,"F' U F L' F2 U2 L' F' U F'
F R' F' R y d2 R2 F R F' R
R' U R F' R2 U2 F' R' U R'
F U' F' L U2 F2 L F U' F
F R' F' R y' U2 R2 F R F' R
B' R B R' y' D2 R2 B' R' B R'
R' F R F' U2 R2 B' R' B R'
B L' B' L U2 B2 R B R' B
B2 U' R' U' R y R2 U2 R' U R'
R2 U' F' U' F R2 U2 R' U R'",F U' F L U2 F2 L F' U' F,2_cll,CLL,222,,,"#FFFF49,#246BFD,#43FF43,#FF8A06,#FF4343,#FFFF49,#246BFD,#FF8A06,#FF4343,#FFFF49,#FFFF49,#43FF43",0.0,checked
333_cll_22,22,checked,"r U' r' y' r U R U' r'
r' U' R' U L U' z' U r
B' R' F' R B R' F R
U L' U' R U L U' l'
R B' R' F R B R' F'
F R' F' r U R U' r'
B L' B' R B L B' R'
U R' U' L U R U' r'
L' U' R' U L U' R U
L F' L' B L F L' B'",r U R' U' r' y r U r',3_cll,CLL,333,,,"#246BFD,#5D6671,#FF4343,#FFFF49,#FF8A06,#5D6671,#43FF43,#FFFF49,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#43FF43,#FFFF49,#5D6671,#FFFF49,#FF4343,#FF8A06,#5D6671,#246BFD",0.0,checked
222_cll_13,13,checked,"L F2 U2 F U2 F' U2 F' L'
F2 U2 R' F' U2 F' R2 F' R'
R2 U2 F' U' R2 U' R2 U' F'
F R2 U' R2 U R2 U R2 F'
R' U2 F2 U' F2 U F2 U R
F2 U2 L' U' F2 U' F2 U' L'
R U2 F2 U R2 U' F2 U' R'
F2 U2 R' U' R2 U' F2 U' R'
R2 U2 F' R' U2 R' U2 R' F'
R F2 U' R2 U R2 U F2 R'",L F U2 F U2 F' U2 F2 L',2_cll,CLL,222,,,"#FF4343,#FF4343,#FFFF49,#246BFD,#43FF43,#FFFF49,#FFFF49,#FF8A06,#FF8A06,#FFFF49,#43FF43,#246BFD",0.0,checked
333_cll_4,4,checked,"R U' R' y' U' l2 U' L B L' U l2
F' U F U R2 D L' B' L D' R2
R U' R2 F R F' R U' B U2 B' R'
r2 F U2 R' U R y' U R' z F' R U R' F'
d2 L y' R2 z' R' U R x' y' R D' F' R U R' F'
R2 D B2 L' B L B D' R' B U B' R'
F2 D R2 B' R B R D' F' R U R' F'
F' U' F L2 F' U F U L2 U' L2 U' L2
R U R' B2 R U' R' y U' R2 U R2 U R2
B2 U' B2 U' B2 U R U R' B2 R U' R'",l2 U' L B' L' U l2 U y R U R',3_cll,CLL,333,,,"#FF4343,#5D6671,#FF8A06,#43FF43,#FFFF49,#5D6671,#FFFF49,#43FF43,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#246BFD,#FFFF49,#5D6671,#FFFF49,#246BFD,#FF4343,#5D6671,#FF8A06",0.0,checked
333_cll_19,19,checked,"F' U2 F' D' F U2 F' D F2
L' U2 L' D' L U2 L' D L2
R' U2 R' D' R U2 R' D R2
R' D2 R' U' R D2 R' U l2
R' U2 R' D' L F2 L' D R2
R U R' U2 L U' R U L' U R'
L U L' U2 R U' L U R' U L'
R' U F U F' U' R U2 F U2 F'
L' U2 R U R' U2 L U' R U2 R'
R U' L U' R2 U L' U' R2 U2 R'",F2 D' F U2 F' D F U2 F,3_cll,CLL,333,,,"#FFFF49,#5D6671,#FFFF49,#43FF43,#FF8A06,#5D6671,#246BFD,#FF4343,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FF4343,#FFFF49,#5D6671,#FFFF49,#246BFD,#43FF43,#5D6671,#FF8A06",0.0,checked
222_cll_25,25,checked,"R U2 R' x U R' U' x' R2 U2 R'
R U2 R' F R' F' R2 U2 R'
R U2 R2 B U B' R U2 R'
L' U2 L F' L F L2 U2 L
L U2 L' B L' B' L2 U2 L'
F' L2 F L' F' L2 F2 U' F'
R' U2 R B' R B R2 U2 R
R U R2 x U2 R U R' U2 L
F' R2 F U' F' R2 F2 U' F'
F R2 B2 D B D' B R2 F'",R U2 R2 x U R U' x' R U2 R',2_cll,CLL,222,,,"#FF8A06,#246BFD,#246BFD,#FFFF49,#FF4343,#FFFF49,#FF8A06,#43FF43,#FFFF49,#43FF43,#FFFF49,#FF4343",0.0,checked
333_cll_25,25,checked,"L2 D' L U2 L' D L U2 L
B2 D' B U2 B' D B U2 B
F2 D' F U2 F' D F U2 F
R2 D' R U2 R' D R U2 R
L2 D' R B2 R' D L U2 L
B2 D' F R2 F' D B U2 B
L F' L2 B L' F L2 B2 U2 B
R U' L U' R' U L' U2 R U' R'
L U' R U' L' U R' U2 L U' L'
F U2 F' U2 R' U F U' F' U' R",L' U2 L' D' L U2 L' D L2,3_cll,CLL,333,,,"#FFFF49,#5D6671,#FF8A06,#FF8A06,#246BFD,#5D6671,#FFFF49,#43FF43,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FF4343,#FFFF49,#5D6671,#246BFD,#FFFF49,#43FF43,#5D6671,#FF4343",0.0,checked
333_cll_8,8,checked,"F2 R U' R' U R U R2 F' R F'
B2 R' U R U' R' U' R2 B R' B
F2 L' U L U' L' U' L2 F L' F
U R2 U2 B R' B R B2 U2 R2 U'
B U2 B2 R B R' B U' L U' L' B'
B U L' B D' B D B2 L2 U' L' B'
B' U2 B2 L' B' L B' U R' U R B
L2 B2 L' F' L B2 L2 B L F L' B'
B' L F2 R2 F D' F' D R2 F2 L' B
B R' F2 L2 F' D F D' L2 F2 R B'",F R' F R2 U' R' U' R U R' F2,3_cll,CLL,333,,,"#FFFF49,#5D6671,#246BFD,#246BFD,#FF4343,#5D6671,#FFFF49,#FF8A06,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#43FF43,#FF4343,#5D6671,#FFFF49,#FF8A06,#FFFF49,#5D6671,#43FF43",0.0,checked
222_cll_27,27,checked,"R' U R F' U F2 R F' U' R'
F' R' F' R U2 F R' F R F'
F U' F' R U' R2 F' R U F
F' R U R' F U2 R U' R' F'
R' U' F' U F2 R F' R U R'
R' F' U' R F' R' U' F2 U' R'
F' U F R' F R2 U R' U' F'
F R U R' U2 B' U F' U' B
L' U R U' L y U2 R U' R' F'
R U R' U R U R2 U R U2",R U F R' F2 U' F R' U' R,2_cll,CLL,222,,,"#FF4343,#FF8A06,#FFFF49,#246BFD,#FFFF49,#43FF43,#FFFF49,#246BFD,#FFFF49,#43FF43,#FF8A06,#FF4343",0.0,checked
222_cll_34,34,checked,"R U' r' U' F' U F
R F' U' R' U' R F
F R' F' U' R' U R
F U' F' U' L' U L
F U' F' U' R' F R
L U' L' D' R' U R
R' F2 R U2 F U F'
F' R2 D' F D R2 F
R' U2 F' U F U2 R
F' U2 F U2 R U R'",F' U' F U r U R',2_cll,CLL,222,,,"#FFFF49,#FF8A06,#FF8A06,#246BFD,#FFFF49,#43FF43,#43FF43,#FF4343,#FFFF49,#FF4343,#FFFF49,#246BFD",0.0,checked
333_cll_28,28,checked,"L U2 L' U' L U' L'
F' U' F U' F' U2 F
R U2 R' U' R U' R'
B U2 B' U' B U' B'
F U2 F' U' F U' F'
r' U' R U' R' U2 r
L' U' L U' L' U2 L
B' R' F R' F' R2 B
R B2 L' B' L B' R'
D R2 U' R' U R' D'",L U L' U L U2 L',3_cll,CLL,333,,,"#FF4343,#5D6671,#246BFD,#43FF43,#FFFF49,#5D6671,#FF4343,#FFFF49,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FFFF49,#FF8A06,#5D6671,#246BFD,#FF8A06,#43FF43,#5D6671,#FFFF49",0.0,checked
333_cll_13,13,checked,"r' U2 l2 x U2 r' U2 r U2 x' l2 U2 r
R' F2 R2 U2 R' F2 R U2 R2 F2 R
R B2 R2 U2 R B2 R' U2 R2 B2 R'
R U2 R2 F2 R U2 R' F2 R2 U2 l'
R B2 L2 D2 L D2 R' B2 L2 U2 L'
F2 R D2 R' F2 U2 F2 L B2 L' F2
R' F R' F' R2 U R' U' R y U' R U' R'
R' F R' F' R F' U2 F R' F R F' R
R' U' R U' B U' B' U B2 L' B' L B'
R U R' U F' U F U' F2 L F L' F",r' U2 l2 x U2 r' U2 r U2 x' l2 U2 r,3_cll,CLL,333,,,"#FFFF49,#5D6671,#FFFF49,#FF8A06,#246BFD,#5D6671,#246BFD,#FF4343,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FF8A06,#43FF43,#5D6671,#43FF43,#FF4343,#FFFF49,#5D6671,#FFFF49",0.0,checked
222_cll_17,17,checked,"F R' U' F' R F2 U' R F2 R'
R F' R' F' U F2 R' F U2 F'
F U' R' F' R U2 F' R U2 R'
R U' F' U' F U2 R' F R2 F'
L U' F' L' F U2 L' F U2 F'
R' U2 R x U2 B' U R2 U' R' U
L2 U F U F' U2 L2 F U2 F'
L' U2 L F2 U2 L' U L U F2
R2 U R U F' U2 R2 F U2 F'
R U' F' R' F R' F' U2 F' U' R",R F2 R' U F2 R' F U R F',2_cll,CLL,222,,,"#246BFD,#FFFF49,#FFFF49,#FF8A06,#43FF43,#FF8A06,#FFFF49,#43FF43,#FF4343,#246BFD,#FF4343,#FFFF49",0.0,checked
222_cll_22,22,checked,"R2 U R' U' R2 y' U' R' U2 R
R2 D R' U2 R D' R' U2 R'
R2 U R' U' R2 U' F' U2 F
R2 U L' U2 R U' R' U2 R'
L2 D L' U2 L D' L' U2 L'
R2 U F' R' F2 R' F' R2 F
R2 U R' U' R2 y U' L' U2 L
R2 U R' U' R2 U' B' R2 B
R2 B U' R' U2 R' U' R2 U
L2 U L' U' L2 U' F' L2 F",R' U2 R U y R2 U R U' R2,2_cll,CLL,222,,,"#43FF43,#FF8A06,#FF8A06,#FFFF49,#246BFD,#FFFF49,#FF4343,#246BFD,#FFFF49,#43FF43,#FFFF49,#FF4343",0.0,checked
222_cll_10,10,checked,"R U' R' y' R U2 R U2 R'
L U' L' F L2 F L2 F'
R U' R' F U2 F U2 F'
B L' B' L U2 L U2 L'
F U' F' R F2 R F2 R'
F R' F' R y' U2 F R2 F'
R F' U' F U2 F R2 F'
L F' L' F U2 F U2 F'
U L' U' R U2 L U2 L'
R U' R' B R2 B R2 B'",R U2 R' U2 R' y R U R',2_cll,CLL,222,,,"#FF4343,#FFFF49,#43FF43,#FFFF49,#246BFD,#FF4343,#246BFD,#FF8A06,#43FF43,#FFFF49,#FFFF49,#FF8A06",0.0,checked
222_cll_31,31,checked,"R U2 R' y' U' R2 U' R' U R2
F' U2 F' D' F U2 F' D F2
L' U2 L' U' L U2 R' U L2
R' F2 R' U' R F2 R' U R2
R' U2 R' D' R U2 R' D R2
R U2 R' y U' L2 U' L' U L2
R' U2 R' U' F R2 F' U R2
L' U2 L' D' L U2 L' D L2
F R2 F' U' R2 U' R' U R2
F U2 F' U' R2 U' F' U R2",R2 U' R U R2 U y R U2 R',2_cll,CLL,222,,,"#43FF43,#FF4343,#FFFF49,#FF4343,#FFFF49,#246BFD,#FFFF49,#246BFD,#FFFF49,#FF8A06,#FF8A06,#43FF43",0.0,checked
222_cll_15,15,checked,"r U' r2 U r2 U r2 U' r
L' U L2 U' L2 U' L2 U L'
B U' B2 U B2 U B2 U' B
R' U R2 U' R2 U' R2 U R'
F' L F2 L' U2 L' U2 L F'
B' R B2 R' U2 R' U2 R B'
L' B L2 B' U2 B' U2 B L'
R B' R2 F R2 B R2 F' R
F L' U2 L U2 L F2 L' F
R B' R2 B U2 B U2 B' R",r' U r2 U' r2 U' r2 U r',2_cll,CLL,222,,,"#FF8A06,#FFFF49,#FFFF49,#43FF43,#FF4343,#43FF43,#FFFF49,#246BFD,#FF4343,#246BFD,#FF8A06,#FFFF49",0.0,checked
333_cll_3,3,checked,"F2 R2 F L F' R2 F L' F
F2 L2 F' R' F L2 F' R F'
L2 F2 R' F' R F2 L' F L'
B2 R2 B' L' B R2 B' L B'
R2 U2 R D R' U2 R D' R
R' U R' D2 R U' R' z' R2 U2
R U' R D2 R' U R D2 R2
R2 U2 R' D' R U2 R' D R'
R' U R' D2 R U' R' D2 R2
R B' R F2 R' B R F2 R2",F' L F' R2 F L' F' R2 F2,3_cll,CLL,333,,,"#246BFD,#5D6671,#FF8A06,#FF4343,#FFFF49,#5D6671,#FFFF49,#43FF43,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FF8A06,#FFFF49,#5D6671,#FFFF49,#43FF43,#246BFD,#5D6671,#FF4343",0.0,checked
333_cll_38,38,checked,"R U2 R' U' R U R' U' R U' R'
R U R' U R U' R' U R U2 R'
L' U' L U' L' U L U' L' U2 L
l U2 L' U' L U L' U' L U' l'
B U2 B' U' B U B' U' B U' B'
L U L' U L U' L' U L U2 L'
R' U2 R U R' U' R U R' U R
R' U' R U' R' U R U' R' U2 R
L' U2 L U L' U' L U L' U L
F' U2 F U F' U' F U F' U F",R U R' U R U' R' U R U2 R',3_cll,CLL,333,,,"#FFFF49,#5D6671,#FFFF49,#43FF43,#FF8A06,#5D6671,#FF4343,#43FF43,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#246BFD,#FF8A06,#5D6671,#FF4343,#246BFD,#FFFF49,#5D6671,#FFFF49",0.0,checked
333_cll_9,9,checked,"R U' L U R' L' U2 L U L'
r' F R' F' R r U2 R' U' R
R U' L U L' R' U2 L U L'
R U' R' U2 R L U' R' U L'
l F' L F L' l' U2 L U L'
L' U L U2 R' L' U L U' R
L U' R U R' L' U2 R U R'
L' U R' U' L R U2 R' U' R
R' U R U2 R' L' U R U' L
L U' L' U2 L R U' L' U R'",L U' L' U2 L R U' L' U R',3_cll,CLL,333,,,"#246BFD,#5D6671,#246BFD,#FFFF49,#FF8A06,#5D6671,#FF4343,#FFFF49,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FF4343,#FFFF49,#5D6671,#FFFF49,#FF8A06,#43FF43,#5D6671,#43FF43",0.0,checked
333_cll_6,6,checked,"B' R U2 R' B R B' U2 B R'
R' F U2 F' R F R' U2 R F'
L' B U2 B' L B L' U2 L B'
r' U F2 U' L U L' F2 L U'
L2 F2 L' F' R2 F L F' R2 F' L2
D R' U2 R' D2 R U2 R' D2 R2 D'
R' D2 L2 D' R2 D L2 D' R2 D' R
F U2 F L2 u R' F2 R u' L2 F2
R2 D2 F' L U2 L' F D2 l U2 R
F2 R2 D' B L2 B' D R2 F U2 F",R B' U2 B R' B' R U2 R' B,3_cll,CLL,333,,,"#FFFF49,#5D6671,#43FF43,#246BFD,#FF4343,#5D6671,#FFFF49,#FF4343,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FFFF49,#FF8A06,#5D6671,#246BFD,#FF8A06,#43FF43,#5D6671,#FFFF49",0.0,checked
222_cll_21,21,checked,"R' U' R y U R U R'
L' U' L y U L U L'
R' U' R U F R F'
F' U' F U R U R'
R' F' R U F U F'
F' R' U R U F R'
L' U' L y' U R U R'
L' U' L U F U F'
R' U' R U B U B'
R' U' R D L U L'",R U' R' U' y' R' U R,2_cll,CLL,222,,,"#FF4343,#FF8A06,#43FF43,#FFFF49,#246BFD,#FFFF49,#FF8A06,#43FF43,#FFFF49,#FF4343,#FFFF49,#246BFD",0.0,checked
333_cll_15,15,checked,"R' F R' F2 U F U F' U' F R2
B' R' U' R U' B L' B L B2 U2 B
B L U L' U B' R B' R' B2 U2 B'
B L U L2 B2 D' B' D B' L U' B'
F' L' B L F L2 F2 L B' L' F2 L2
F L' B2 R2 D B' D' B R2 B2 L F'
F' R B2 L2 D' B D B' L2 B2 R' F
B2 U' L2 D L' U' L2 D' L2 U L' B2
R' F' U' F U' R U R2 F R F' U R
F R U R' U F' U' F2 R' F' R U' F'",R2 F' U F U' F' U' F2 R F' R,3_cll,CLL,333,,,"#FFFF49,#5D6671,#FFFF49,#FF8A06,#246BFD,#5D6671,#43FF43,#FF8A06,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#246BFD,#FFFF49,#5D6671,#FFFF49,#43FF43,#FF4343,#5D6671,#FF4343",0.0,checked
333_cll_11,11,checked,"L' U2 L U2 L F' L2 U' L U F
F U R U' R2 F' R U2 R U2 R'
R' U2 R U2 R B' R2 U' R U B
R U B U' B2 R' B U2 B U2 B'
r U R' U R z R U' l U2 R U2 R'
F R' F' R U2 R U' R' U R U2 R'
L2 F' D' L2 B L' B' D L2 F U' L'
F' L2 F U2 F U2 F' L2 U' F U' F'
F' U' F U' R2 F' U2 F U2 F R2 F'
R' F2 R U2 R U2 R' F2 U' R U' R'",F' U' L' U L2 F L' U2 L' U2 L,3_cll,CLL,333,,,"#246BFD,#5D6671,#FF4343,#FFFF49,#FF8A06,#5D6671,#43FF43,#FFFF49,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FF4343,#246BFD,#5D6671,#FF8A06,#43FF43,#FFFF49,#5D6671,#FFFF49",0.0,checked
333_cll_16,16,checked,"F U R U' R' F'
F' U' R' U R F
R' F' U' F U R
F' L' U' L U F
R U F U' F' R'
L' B' U' B U L
L U F U' F' L'
B' R' U' R U B
F' R' U' R U F
R' U' F' U F R",F R U R' U' F',3_cll,CLL,333,,,"#FFFF49,#5D6671,#FFFF49,#246BFD,#FF4343,#5D6671,#FF4343,#43FF43,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FF8A06,#FFFF49,#5D6671,#FFFF49,#FF8A06,#246BFD,#5D6671,#43FF43",0.0,checked
333_cll_21,21,checked,"F2 L2 F' R2 F L2 F' R2 F'
L2 D2 L U2 L' D2 L U2 L
F2 R2 F L2 F' R2 F L2 F
R2 D2 R' U2 R D2 R' U2 R'
R2 D2 R U2 R' D2 R U2 l
R U R' D R U' x U R' U' F'
L' B' L F' L' B U' L U F
B L B' R B L' U B' U' R'
L' U' L D' L' U x U' L U F
R B R' F R B' U R' U' F'",F R2 F L2 F' R2 F L2 F2,3_cll,CLL,333,,,"#FF4343,#5D6671,#FF8A06,#FFFF49,#246BFD,#5D6671,#246BFD,#FFFF49,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#43FF43,#FFFF49,#5D6671,#FFFF49,#43FF43,#FF8A06,#5D6671,#FF4343",0.0,checked
222_cll_1,1,checked,"L U2 L' U' L U' L'
R U2 R' U' R U' R'
F U2 F' U' F U' F'
R' U' R U' R' U2 R
F' U' F U' F' U2 F
L' U' L U' L' U2 L
B U2 B' U' B U' B'
R B2 L' B' L B' R'
R F2 R' F' U F' R'
R F2 R' U' R F' U'",L U L' U L U2 L',2_cll,CLL,222,,,"#FFFF49,#FF8A06,#246BFD,#FF4343,#246BFD,#FFFF49,#FF4343,#FFFF49,#FF8A06,#43FF43,#43FF43,#FFFF49",0.0,checked
222_cll_4,4,checked,"L2 U2 L' U2 L2
F2 U2 F U2 F2
R2 U2 R U2 R2
F2 R2 F' R2 F2
R2 U2 R' U2 R2
L2 U2 L U2 L2
F2 R2 F R2 F2
F2 U2 F' U2 F2
R2 F2 R' F2 R2
F2 U2 F R2 F2",L2 U2 L U2 L2,2_cll,CLL,222,,,"#FFFF49,#FFFF49,#FF4343,#43FF43,#246BFD,#FF4343,#FF8A06,#43FF43,#246BFD,#FF8A06,#FFFF49,#FFFF49",0.0,checked
333_cll_32,32,checked,"B' U F U' B U F'
r' F R F' r U R'
L' U R U' L U R'
R' U L U' R U L'
F' U B U' F U B'
r U R' U' L U R U' r2
R' U R B R' U' R z x' R U' R'
R' U' R y' x' R U' R' F R U R'
F' L F U F' L' F L U' L'
L' U L F L' U' L x y' L U' L'",F U' B' U F' U' B,3_cll,CLL,333,,,"#246BFD,#5D6671,#FF4343,#FF4343,#FFFF49,#5D6671,#43FF43,#FFFF49,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FFFF49,#FF8A06,#5D6671,#246BFD,#FF8A06,#43FF43,#5D6671,#FFFF49",0.0,checked
222_cll_26,26,checked,"F' U' L' U L F
R U R U' F' U'
F U R U' R' F'
f R U R' U' f'
R B U B' U' R'
L F U F' U' L'
R' F' U' F U R
R F R F' U' R'
F R F U' F' U'
B' R' U' R U B",F' L' U' L U F,2_cll,CLL,222,,,"#43FF43,#FF8A06,#FFFF49,#FF4343,#FFFF49,#43FF43,#FFFF49,#FF4343,#FFFF49,#246BFD,#246BFD,#FF8A06",0.0,checked
222_cll_36,36,checked,"R2 F2 U F R' F R' U R'
R U' F U' F R F2 U2 R'
R2 F2 U' R' U F' R U' R
F2 L2 U F U' L U' L F'
F2 R2 U' F' U R' U R' F
R F' R F' U R U2 F2 R'
F2 R2 U R U' R F' R F'
R' U F' U' F2 R' F' R U' R
R U' F R F2 U F R' U R'
R' F U' F' U2 R' F' R F' R",R U' R F' R F' U' F2 R2,2_cll,CLL,222,,,"#FFFF49,#FF8A06,#FF8A06,#246BFD,#FFFF49,#43FF43,#FF4343,#246BFD,#FFFF49,#43FF43,#FFFF49,#FF4343",0.0,checked
222_cll_2,2,checked,"F' U F R' U2 R' U2 R
R' U R F' R2 F' R2 F
L' F U F' U2 F' L2 F
L' U L F' U2 F' U2 F
F' L F L' U2 L' U2 L
R' B R U' R2 U' R2 U
F' R U R' U2 R' F2 R
F' L F L' y U2 F' L2 F
R' F R F' U2 F' U2 F
F' R U R' U2 L' U2 L",R' U2 R U2 R F' U' F,2_cll,CLL,222,,,"#FFFF49,#FF8A06,#43FF43,#FF8A06,#246BFD,#FFFF49,#246BFD,#FFFF49,#43FF43,#FF4343,#FF4343,#FFFF49",0.0,checked
222_cll_28,28,checked,"F' R F U' R U F' U R'
R' U F U' R F R' U F'
F' U R F' R F R' F R'
F U' R' U F' R' F U' R
R' F U F' R F U' R F'
F' U L U' F L F' U L'
B R' F' R B' R' F U' R
L U2 L F2 L' F2 L F2 L2
L' U2 L' D2 L U2 L' D2 L2
L' B2 L' F2 L B2 L' F2 L2",R U' F U' R' U F' R' F,2_cll,CLL,222,,,"#FF4343,#FF8A06,#FFFF49,#246BFD,#FFFF49,#43FF43,#FFFF49,#43FF43,#FFFF49,#246BFD,#FF4343,#FF8A06",0.0,checked
333_cll_33,33,checked,"L U L' U R' U L U' R U2 L'
R U R' U R' F R F' R U2 R'
F' U2 F U F' U L' U' L U F
R U R' U L' U R U' L U2 R'
F U F' U B' U F U' B U2 F'
R' U2 L U' R U L' U R' U R
R U R' U F' U F U' R U2 R'
L' U2 R U' L U R' U L' U L
R' F2 L D' L D L' F L' F R
B2 U2 B' D' F R2 F' D B2 U' B",L U2 R' U L' U' R U' L U' L',3_cll,CLL,333,,,"#FF4343,#5D6671,#FFFF49,#43FF43,#FFFF49,#5D6671,#43FF43,#FF8A06,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#FF4343,#246BFD,#5D6671,#FF8A06,#FFFF49,#FFFF49,#5D6671,#246BFD",0.0,checked
333_cll_24,24,checked,"L' U' L U L F' L' F
R' F' r U R U' r' F
R' U' R U R B' R' B
R U R' D R U' R' D'
R D R' U R D' R' U'
r' U' R U L U' R' U
R' F' L F R F' L' F
F' U' F U F R' F' R
D' R' U R D R' U' R
l' U' L U R U' L' U",F' L F L' U' L' U L,3_cll,CLL,333,,,"#FFFF49,#5D6671,#43FF43,#FF8A06,#246BFD,#5D6671,#FFFF49,#FF4343,#5D6671,#5D6671,#5D6671,#5D6671,#5D6671,#246BFD,#FFFF49,#5D6671,#43FF43,#FFFF49,#FF4343,#5D6671,#FF8A06",0.0,checked
222_cll_37,37,checked,"R' F U' R F R' U R F'
F' U R' U F U' R F R'
F' R F' R F R' F U R'
R' U F' R F U' R U F'
R U' B R' F' R B' R' F
R' U R' U R U' R z F L'
F2 L2 F' R2 F L2 F' R2 F'
F2 R2 F' U2 F R2 F' R2 F'
R2 U2 R U2 R' U2 L U2 R
L2 D2 L U2 L' D2 L U2 L",F R' U' R F' R' U F' R,2_cll,CLL,222,,,"#FFFF49,#246BFD,#FF4343,#43FF43,#FFFF49,#FF8A06,#FF8A06,#43FF43,#FFFF49,#FF4343,#FFFF49,#246BFD",0.0,checked
